feature,mean_shap,raw_feature
houston,-0.00010245809552431381,text__houston
campus,-0.00010205254353380792,text__campu
record senate,-0.00010195070843738811,text__record senat
administration,-0.00010194548435151376,text__administr
ordinance,-0.00010189572066799541,text__ordin
get percent,-0.00010171409349204118,text__get percent
black,-0.0001016358669284247,text__black
law enforcement,-0.00010150449133249869,text__law enforc
watch,-0.00010133835916893499,text__watch
texans,-0.00010120278849235267,text__texan
voted president,-0.00010112544961847848,text__vote presid
spending billion,-0.00010102338431875404,text__spend billion
says bruce,-0.00010096170237458205,text__say bruce
immigration reform,-0.0001008576704878986,text__immigr reform
elderly,-0.00010039819292497473,text__elderli
payments,-0.00010032646588210576,text__payment
goes,-9.988401321757904e-05,text__goe
turkey,-9.986396555838778e-05,text__turkey
says milwaukee,-9.956804025354314e-05,text__say milwauke
Subject: census,-9.92607882324563e-05,subject__census
reduce size,-9.917642882070281e-05,text__reduc size
save billion,-9.912213896805789e-05,text__save billion
environmental,-9.910408023850953e-05,text__environment
video,-9.870173064342658e-05,text__video
get money,-9.863951298818561e-05,text__get money
says says,-9.858849744657589e-05,text__say say
covered,-9.847385270462316e-05,text__cover
recall petition,-9.844732575430805e-05,text__recal petit
killed,-9.831209093687696e-05,text__kill
complaining,-9.812756610870656e-05,text__complain
secretly,-9.730841632702292e-05,text__secretli
wed,-9.705617366783958e-05,text__wed
take people,-9.680659592867809e-05,text__take peopl
mitch,-9.645531106139716e-05,text__mitch
census,-9.638214848795156e-05,text__censu
behavior,-9.621890428160304e-05,text__behavior
dodd,-9.568320799571868e-05,text__dodd
percent cost,-9.534432774743261e-05,text__percent cost
drivers,-9.521098348502803e-05,text__driver
wants make,-9.517458103731446e-05,text__want make
harm,-9.506689704028201e-05,text__harm
mack,-9.439460064887086e-05,text__mack
senate passed,-9.408994874704977e-05,text__senat pass
make,-9.297804362676171e-05,text__make
stimulus package,-9.276230651569335e-05,text__stimulu packag
rick,-9.251872757242551e-05,text__rick
held,-9.203896102897737e-05,text__held
stop,-9.200245344687116e-05,text__stop
contributor,-9.183853389239809e-05,text__contributor
disproportionately,-9.181521270859178e-05,text__disproportion
debbie,-9.179780392098378e-05,text__debbi
objective,-9.15742514905872e-05,text__object
priorities,-9.154298391148524e-05,text__prioriti
would see,-9.147937687481065e-05,text__would see
office firefighters,-9.140073829414365e-05,text__offic firefight
says obama,-9.117488252337501e-05,text__say obama
says youre,-9.116330411867793e-05,text__say your
school funding,-9.089883974959486e-05,text__school fund
shale,-9.082550376960872e-05,text__shale
police chief,-9.071262973035899e-05,text__polic chief
religious freedom,-9.05850843212237e-05,text__religi freedom
save taxpayers,-9.058349816396899e-05,text__save taxpay
across,-9.039377412313526e-05,text__across
sequester,-9.035667948658167e-05,text__sequest
billion funding,-9.028412535959955e-05,text__billion fund
world health,-8.987158511593962e-05,text__world health
change position,-8.980715089841177e-05,text__chang posit
past,-8.971200826795422e-05,text__past
thc,-8.964556071230025e-05,text__thc
schultz,-8.947060400595851e-05,text__schultz
illinois,-8.94286983958279e-05,text__illinoi
engagement,-8.939191863430114e-05,text__engag
theyre pay,-8.93542862741505e-05,text__theyr pay
Context: an interview.,-8.928905443552607e-05,context__Context_an interview.
stimulus funding,-8.92226614321108e-05,text__stimulu fund
says unemployment,-8.912762543231899e-05,text__say unemploy
slots,-8.880694021899924e-05,text__slot
sweetheart,-8.877233788107423e-05,text__sweetheart
single mother,-8.873603913360837e-05,text__singl mother
going school,-8.833556998038143e-05,text__go school
germany,-8.828232349428088e-05,text__germani
says government,-8.82611099706272e-05,text__say govern
save money,-8.823472458733902e-05,text__save money
raise pay,-8.820168717390532e-05,text__rais pay
year people,-8.81581990287785e-05,text__year peopl
republican plan,-8.807174257028592e-05,text__republican plan
rammed,-8.7263512671088e-05,text__ram
set,-8.701181318930911e-05,text__set
women face,-8.68504690894907e-05,text__women face
unpopular,-8.682288954444081e-05,text__unpopular
revealed,-8.621033448994276e-05,text__reveal
massachusetts,-8.574784530053134e-05,text__massachusett
mate,-8.543446211678579e-05,text__mate
run mate,-8.543446211678579e-05,text__run mate
youtube,-8.520856751152572e-05,text__youtub
fellow,-8.508725427684958e-05,text__fellow
style,-8.494979787674482e-05,text__style
billion cut,-8.475103127434636e-05,text__billion cut
voted keep,-8.44172648954628e-05,text__vote keep
obama administration,-8.411168937707785e-05,text__obama administr
georgia state,-8.398006447414132e-05,text__georgia state
energy cost,-8.386337340616602e-05,text__energi cost
room,-8.374130443823962e-05,text__room
violent,-8.359699606982241e-05,text__violent
enforcement,-8.357413551536909e-05,text__enforc
green bay,-8.298394273928597e-05,text__green bay
ban,-8.291289968677321e-05,text__ban
threat face,-8.290292765885553e-05,text__threat face
people use,-8.28664976585839e-05,text__peopl use
roy,-8.218962915375006e-05,text__roy
things like,-8.218726746971711e-05,text__thing like
afraid,-8.211080286436868e-05,text__afraid
freddie mac,-8.194084289495558e-05,text__freddi mac
would deny,-8.190821519966178e-05,text__would deni
companies like,-8.187372006803617e-05,text__compani like
wants private,-8.168920101019656e-05,text__want privat
throw,-8.125654286991209e-05,text__throw
plan covered,-8.11057000504038e-05,text__plan cover
stolen,-8.105081678365696e-05,text__stolen
amnesty illegal,-8.098994056512952e-05,text__amnesti illeg
langevin,-8.098322057657192e-05,text__langevin
almost every,-8.097816799783614e-05,text__almost everi
tax billion,-8.092510195987159e-05,text__tax billion
salaries,-8.088094767397281e-05,text__salari
billion state,-8.087257193006031e-05,text__billion state
true says,-8.083003188532242e-05,text__true say
State: Kansas,-8.08039642058279e-05,state__State_Kansas
tax save,-8.074488302556518e-05,text__tax save
obama says,-8.060484403093514e-05,text__obama say
austin school,-8.049135643623954e-05,text__austin school
scam,-8.039210257100213e-05,text__scam
entitlement,-8.029539439850234e-05,text__entitl
republican district,-8.024451930422413e-05,text__republican district
unemployment benefits,-8.005780853047507e-05,text__unemploy benefit
even,-7.968900357740613e-05,text__even
flood,-7.964180649621885e-05,text__flood
counseling,-7.955926882278549e-05,text__counsel
trillion new,-7.945839659543905e-05,text__trillion new
reason,-7.94581237064803e-05,text__reason
criminal justice,-7.929940838268119e-05,text__crimin justic
florida democrats,-7.863814273317577e-05,text__florida democrat
zika virus,-7.857311016230859e-05,text__zika viru
course,-7.848845540588524e-05,text__cours
run governor,-7.848670876256144e-05,text__run governor
unilaterally,-7.843810498647822e-05,text__unilater
voted wall,-7.837780923350192e-05,text__vote wall
record,-7.827554343904958e-05,text__record
economic development,-7.799278989265395e-05,text__econom develop
schedule,-7.787458549570424e-05,text__schedul
money,-7.749386571988084e-05,text__money
due obamacare,-7.731699053205119e-05,text__due obamacar
spending cut,-7.727271925369507e-05,text__spend cut
restore,-7.726183949136757e-05,text__restor
dont,-7.711737527957585e-05,text__dont
franklin,-7.708582718090817e-05,text__franklin
university wisconsin,-7.707934787912064e-05,text__univers wisconsin
wear,-7.706498717138403e-05,text__wear
roads,-7.655926062848347e-05,text__road
atlanta,-7.613875776562066e-05,text__atlanta
since mr,-7.593689567458643e-05,text__sinc mr
medicare spending,-7.577096349589486e-05,text__medicar spend
rejected,-7.561221668804031e-05,text__reject
foot,-7.53718738674389e-05,text__foot
subsidize,-7.528851161205291e-05,text__subsid
sentences,-7.526546361472265e-05,text__sentenc
football,-7.516775900157212e-05,text__footbal
midwest jobs,-7.50684239371306e-05,text__midwest job
money health,-7.505229811809183e-05,text__money health
billion deficit,-7.492156287978266e-05,text__billion deficit
tax return,-7.485807803874457e-05,text__tax return
iron,-7.478025851313795e-05,text__iron
got,-7.474157963826251e-05,text__got
bernie,-7.471062120206914e-05,text__berni
year theres,-7.470201235013622e-05,text__year there
creation,-7.465035463253746e-05,text__creation
particularly,-7.445229598950706e-05,text__particularli
highest percentage,-7.442031812210968e-05,text__highest percentag
government regulations,-7.439305616063864e-05,text__govern regul
hospitals,-7.430561718392472e-05,text__hospit
rep jim,-7.419512924857029e-05,text__rep jim
gulf war,-7.397424493205735e-05,text__gulf war
event,-7.35668914513312e-05,text__event
old,-7.327118926120326e-05,text__old
divorce,-7.312756846926338e-05,text__divorc
rose,-7.289560576925957e-05,text__rose
state mandate,-7.283449476337846e-05,text__state mandat
maternity,-7.277381275246467e-05,text__matern
dad,-7.273968188642158e-05,text__dad
illegal,-7.270371554321794e-05,text__illeg
Context: a TV ad,-7.186405661804246e-05,context__Context_a TV ad
location,-7.162847861841557e-05,text__locat
senate president,-7.13228416366377e-05,text__senat presid
Subject: new-hampshire-2012,-7.123795630052676e-05,subject__new-hampshire-2012
school lunch,-7.116168302473007e-05,text__school lunch
alternative,-7.112314110208243e-05,text__altern
pocket,-7.110435567592127e-05,text__pocket
impose,-7.102452305225276e-05,text__impos
bin,-7.092316087174603e-05,text__bin
birth control,-7.041954162161376e-05,text__birth control
support china,-7.034321151687707e-05,text__support china
anymore,-7.001190108002096e-05,text__anymor
possession,-6.983004516446345e-05,text__possess
says rick,-6.973347589052897e-05,text__say rick
affirmative,-6.969729745724993e-05,text__affirm
john,-6.966374953602771e-05,text__john
holding,-6.934081800441915e-05,text__hold
truman,-6.921698907976713e-05,text__truman
patriotic,-6.899784282615413e-05,text__patriot
together,-6.89926837786201e-05,text__togeth
obama signed,-6.880859346627281e-05,text__obama sign
foster,-6.868607827273373e-05,text__foster
latin,-6.831689071380095e-05,text__latin
latin america,-6.831689071380095e-05,text__latin america
year long,-6.806651606438005e-05,text__year long
babies,-6.79379583296354e-05,text__babi
captured,-6.771445750579475e-05,text__captur
see tax,-6.7556363755462e-05,text__see tax
pakistan,-6.736785664390072e-05,text__pakistan
wind,-6.703979290337967e-05,text__wind
says transportation,-6.682564662403161e-05,text__say transport
bribe,-6.670575641048861e-05,text__bribe
glenn,-6.670562328646394e-05,text__glenn
spoken,-6.665384808823965e-05,text__spoken
deny,-6.651306919145463e-05,text__deni
test,-6.64865088759013e-05,text__test
submarines,-6.624559787672767e-05,text__submarin
former federal,-6.533773599737803e-05,text__former feder
support cut,-6.523532057092691e-05,text__support cut
doubled last,-6.492997741384459e-05,text__doubl last
democrats candidate,-6.490330778496213e-05,text__democrat candid
keystone pipeline,-6.481661126327143e-05,text__keyston pipelin
sequestration,-6.479662050860199e-05,text__sequestr
nonpartisan,-6.478079550301283e-05,text__nonpartisan
database,-6.473466032327966e-05,text__databas
year spending,-6.452005884003899e-05,text__year spend
side,-6.437775578886346e-05,text__side
bargaining right,-6.436390837826236e-05,text__bargain right
state department,-6.422789922338768e-05,text__state depart
hire,-6.407927998483555e-05,text__hire
percent year,-6.395088417098816e-05,text__percent year
passed legislation,-6.393898654365209e-05,text__pass legisl
america today,-6.372731617022553e-05,text__america today
north carolina,-6.371066651193325e-05,text__north carolina
came office,-6.361863109266843e-05,text__came offic
war afghanistan,-6.359430150468458e-05,text__war afghanistan
